s,o,entity
Q4110598,label,video blogger
odang_person_2798358,P19,Q1903
Q1854,label,Ho Chi Minh
odang_person_7267897,P21,Q6581072
odang_person_2391689,P3373,Q4119708
odang_person_1306862,P166,Q23058339
odang_person_8370013,P106,Q512314
odang_person_24948,P27,Q38
odang_person_8441469,P106,Q33999
Q60840620,label,Cripta Mussolini
Q21179300,label,Stephen Koenig Armstrong
odang_person_5970904,P1066,Q487021
odang_person_4785694,P166,Q190353
odang_person_8361689,P172,Q49085
odang_person_7165335,P39,Q14212
Q3723865,label,Emanuela Rossi
Q2755833,label,Piero Angela
odang_person_7164960,P945,Q43287
Q157834,label,Caterina d'Asburgo
odang_person_4782803,P1412,Q33973
odang_person_4777965,P27,Q165040
odang_person_9334,P40,Q1992197
odang_person_6015937,P108,Q42262
Q14761898,label,Ordine militare d'Italia
Q29869162,label,Laurence Auzière-Jourdan
odang_person_106353,P106,Q177220
Q1539586,label,Tyrone Power Jr
odang_person_2399208,P27,Q414
odang_person_2391689,P3373,Q48880970
odang_person_7270576,P27,Q38
odang_person_1305074,P106,Q33999
Q220105,label,Galeazzo Ciano
odang_person_1197390,P569,1958
odang_person_3585482,P106,Q512314
odang_person_8867,P569,1952
odang_person_2411571,P103,Q652
odang_person_7172744,P1066,Q26648
odang_person_1198429,P1038,Q2293663
odang_person_7165093,P551,Q656
odang_person_2392044,P166,Q2544851
odang_person_9130732,P569,1979
Q26126,label,ordine di Leopoldo
odang_person_7165093,P19,Q28133957
odang_person_5979230,P27,Q145
odang_person_1274080,P106,Q131524
odang_person_1197450,P569,1968
odang_person_7165335,P166,Q696246
Q3954360,label,segretario federale
odang_person_1207351,P166,Q731542
odang_person_4778023,P166,Q2758023
odang_person_2471906,P27,Q38
odang_person_3607620,P27,Q155
odang_person_3897498,P106,Q33999
Q361117,label,Luigi Augusto di Borbone-Francia
Q39036,label,Cardano al Campo
odang_person_1306267,P1412,Q652
Q127454,label,Miranda Kerr
Q2914170,label,artista di strada
odang_person_7171186,P106,Q3964987
Q44221,label,Sean Penn
odang_person_4885616,P166,Q4008283
Q13590141,label,presentatore
odang_person_3602961,P106,Q1075651
odang_person_1206897,P20,Q2044
Q5761756,label,Hildy Parks
odang_person_4778023,P40,Q43274
Q385795,label,Kim Jong-chul
odang_person_8375906,P22,Q247860
odang_person_4162641,P106,Q488205
Q4003477,label,Umberto Riva
odang_person_3591787,P26,Q2958307
Q808424,label,medaglia Barnard
Q244025,label,Burnaby
odang_person_8361622,P166,Q96895980
Q506369,label,Ordine del Bagno
odang_person_4778023,P166,Q682749
odang_person_109134,P569,1050
odang_person_103,P106,Q855091
odang_person_102155,P106,Q10798782
odang_person_1781674,P1412,Q652
odang_person_8747450,P569,1994
odang_person_8399417,P166,Q3613808
odang_person_2392044,P106,Q2526255
odang_person_1201891,P166,Q44722148
odang_person_7184961,P569,1965
odang_person_5971462,P106,Q488205
odang_person_3584621,P166,Q20203866
Q15087614,label,Roman Putin
odang_person_4784366,P1412,Q652
Q253736,label,Mariela Castro
odang_person_3609021,P1412,Q652
odang_person_8363309,P166,Q567417
odang_person_4785694,P106,Q11774202
odang_person_8363532,P551,Q3412645
odang_person_1197973,P1412,Q1860
odang_person_8468012,P569,1964
Q2259451,label,attore teatrale
odang_person_8366173,P106,Q15296811
odang_person_2391436,P172,Q170826
odang_person_7165093,P551,Q4471180
odang_person_2391553,P22,Q737533
odang_person_2494444,P1412,Q652
Q4610556,label,modello
odang_person_7165958,P26,Q3343458
odang_person_7165708,P569,1977
odang_person_4778457,P27,Q408
odang_person_7165335,P166,Q1276941
Q2459386,label,Giovanni Battista Naldini
odang_person_3644009,P19,Q2044
odang_person_2494659,P569,1886
odang_person_3584673,P166,Q12201477
odang_person_3693816,P106,Q486748
odang_person_84797,P1412,Q1860
odang_person_84797,P551,Q188190
odang_person_1257647,P21,Q6581097
odang_person_2392575,P39,Q3556895
odang_person_2391428,P1412,Q652
odang_person_5978680,P569,1959
odang_person_8374889,P19,Q495
odang_person_4887694,P106,Q2259451
odang_person_2412682,P27,Q38
odang_person_4778076,P39,Q735587
odang_person_3924425,P27,Q38
odang_person_2484487,P551,Q65
odang_person_2397487,P166,Q1542163
odang_person_2405833,P19,Q220
odang_person_4784968,P20,Q617
odang_person_108385,P27,Q38
odang_person_5982568,P166,Q44726364
odang_person_4777943,P19,Q3437
odang_person_2429007,P106,Q33999
Q1551843,label,ordine dei Santi Cirillo e Metodio
Q580,label,Łódź
odang_person_84797,P39,Q140686
odang_person_4885044,P27,Q172579
Q165948,label,Qhapaq Inca
odang_person_8373851,P19,Q72346
odang_person_5971462,P106,Q713200
odang_person_2437529,P27,Q148540
odang_person_2494293,P106,Q488205
Q6077245,label,ordine di Stato della Repubblica di Turchia
odang_person_6080695,P1412,Q652
odang_person_3644009,P1412,Q652
odang_person_1201891,P106,Q937857
odang_person_5971032,P166,Q1542169
odang_person_14158,P40,Q14943227
Q4943587,label,Marion Crawford
odang_person_3585621,P3373,Q3960808
odang_person_5978238,P1038,Q1045355
odang_person_7165093,P106,Q6665249
odang_person_7165335,P1412,Q188
odang_person_2500762,P19,Q157762
Q92561,label,London
odang_person_8361017,P20,Q239
Q685357,label,Port Royal
odang_person_8373851,P106,Q82955
odang_person_5971032,P166,Q13452528
odang_person_21584,P1412,Q652
odang_person_5988533,P106,Q36834
odang_person_4812243,P106,Q10800557
odang_person_7176588,P19,Q6761
odang_person_6080695,P106,Q177220
Q1136766,label,Fairchild Aircraft
odang_person_8361622,P106,Q753110
Q960966,label,ordine del Distintivo d'onore
odang_person_2391436,P1412,Q1860
odang_person_2391689,P26,Q97352031
odang_person_4778023,P166,Q684444
odang_person_3593509,P106,Q3501317
odang_person_4777859,P937,Q70
odang_person_1207330,P40,Q3697725
odang_person_5971494,P40,Q1057939
Q29966442,label,Maria Chiara di Borbone-Due Sicilie
odang_person_7249356,P21,Q6581097
odang_person_4778023,P39,Q34519859
odang_person_8469206,P19,Q82762
odang_person_5971244,P551,Q7019
Q58796672,label,duca di Milano
odang_person_2412835,P106,Q18581305
odang_person_14158,P21,Q6581097
Q3658608,label,caricaturista
odang_person_2391528,P25,Q80823
Q747248,label,ordine della Stella jugoslava
odang_person_5997709,P106,Q177220
odang_person_7597930,P27,Q38
Q3910508,label,Premio Flaiano
odang_person_5971849,P166,Q1789102
odang_person_4784366,P802,Q315803
Q188926,label,Catherine Howard
odang_person_7275816,P106,Q4610556
Q93963,label,medaglia dell'incoronazione di Giorgio VI
odang_person_9334,P26,Q505040
odang_person_3591787,P40,Q89422
odang_person_2425743,P106,Q1415090
odang_person_7165544,P27,Q29
odang_person_7176041,P106,Q15981151
odang_person_2392044,P551,Q6693225
Q718168,label,Goffredo Alessandrini
Q158314,label,Klara Pölzl
odang_person_3585482,P40,Q1897565
odang_person_4778023,P166,Q66580078
odang_person_3644009,P569,1962
Q713200,label,artista performativo
odang_person_1257647,P166,Q338751
odang_person_4815521,P106,Q82955
Q2646561,label,ordine della Stella d'Africa
odang_person_8374889,P106,Q55960555
odang_person_7164998,P166,Q1754110
odang_person_7198259,P166,Q206959
odang_person_7164960,P1038,Q22133397
odang_person_4785694,P106,Q214917
Q13376,label,Pistoia
Q4767645,label,Anna de La Grange
Q52133,label,Copertino
odang_person_7164998,P166,Q4828639
odang_person_3594250,P21,Q6581072
odang_person_4780521,P19,Q316
odang_person_4777856,P551,Q1085
Q37085,label,Salomone
odang_person_1210952,P3373,Q16501095
odang_person_8384962,P1412,Q652
odang_person_4778023,P166,Q1748113
Q1622565,label,Lanús
odang_person_3585316,P1038,Q42576348
Q984697,label,Modà
odang_person_8373851,P39,Q50190063
odang_person_1206897,P802,Q3475912
odang_person_7168729,P6886,Q8641
odang_person_8438006,P937,Q1731
Q2949884,label,Destra storica
odang_person_3585482,P21,Q6581072
odang_person_7243862,P106,Q28389
odang_person_4882946,P569,1956
Q488005,label,National Aviation Hall of Fame
odang_person_8465787,P106,Q947873
odang_person_8377433,P21,Q6581072
odang_person_5971244,P40,Q76282939
odang_person_1267890,P106,Q488205
odang_person_2391428,P119,Q51177
odang_person_7165093,P39,Q140686
odang_person_1197939,P40,Q159660
odang_person_6004907,P106,Q2526255
odang_person_1207351,P166,Q3405086
odang_person_7165049,P106,Q131524
odang_person_7270576,P106,Q33999
Q1890518,label,Aldo Moser
Q22351167,label,Flynn Bloom
odang_person_4778076,P937,Q220
Q76282935,label,Franz-Ludwig Schenk Graf von Stauffenberg
Q308993,label,NeXT
odang_person_8363532,P166,Q24241
Q2252262,label,rapper
odang_person_1198059,P106,Q1097498
odang_person_7164969,P802,Q1056977
Q238331,label,Mona Simpson
odang_person_5990167,P106,Q947873
odang_person_7177936,P6886,Q652
Q713750,label,Germania Ovest
Q4220705,label,Dinastia Kim
odang_person_7165799,P106,Q82955
odang_person_1207859,P102,Q1450384
odang_person_3584621,P102,Q677182
odang_person_7176041,P27,Q38
odang_person_4784366,P39,Q984276
odang_person_8375549,P27,Q38
odang_person_4784968,P39,Q27169
odang_person_5971032,P106,Q3089940
Q236924,label,Maria Elisabetta d'Asburgo-Lorena
odang_person_7172357,P569,1200
odang_person_8361149,P106,Q1650915
Q18921198,label,Lauro Chiazzese
Q1057939,label,Evan Ross
odang_person_7172856,P569,1961
odang_person_4790941,P166,Q5322034
odang_person_103,P106,Q12800682
odang_person_8754342,P106,Q33999
odang_person_7165049,P106,Q3282637
Q124925,label,Senigallia
odang_person_21584,P106,Q33999
odang_person_2391553,P53,Q3642350
odang_person_3924425,P106,Q753110
odang_person_8392186,P569,1971
odang_person_2391436,P463,Q3378722
odang_person_31418,P106,Q36834
odang_person_7164960,P1412,Q306626
Q13410,label,Latina
Q15949613,label,scrittore di racconti
odang_person_8372029,P22,Q299663
odang_person_3585484,P21,Q6581097
odang_person_5157704,P166,Q206959
odang_person_4788794,P106,Q33999
odang_person_8361107,P3373,Q56166621
Q49623,label,Partito del Lavoro di Corea
odang_person_8384962,P802,Q315149
Q534371,label,Tracee Ellis Ross
odang_person_1198059,P26,Q400266
odang_person_1197939,P1412,Q7411
odang_person_3584673,P166,Q3483987
odang_person_5992109,P20,Q220
odang_person_7165369,P166,Q18814863
odang_person_4794382,P569,1975
odang_person_8361289,P106,Q2914170
odang_person_4777965,P166,Q10855271
odang_person_4778457,P39,Q90308039
odang_person_7165049,P106,Q753110
odang_person_4778023,P166,Q98094227
Q12756733,label,ordine della Repubblica di Serbia
odang_person_8468861,P27,Q38
Q5829730,label,Ella Travolta
odang_person_4778023,P166,Q2171187
odang_person_7200101,P19,Q490
Q29999,label,Regno dei Paesi Bassi
odang_person_4795319,P19,Q641
odang_person_4777856,P119,Q65357783
Q662652,label,Cripta Imperiale
Q570794,label,Ida Dalser
Q30,label,Stati Uniti d'America
Q740968,label,Grammy Award alla miglior registrazione dance
odang_person_1201891,P19,Q2634
odang_person_4777965,P166,Q113403
odang_person_2391436,P463,Q7260967
odang_person_7164969,P106,Q42973
odang_person_31418,P569,1974
odang_person_84797,P3373,Q29860422
odang_person_5985001,P106,Q333634
odang_person_5971849,P166,Q21235046
odang_person_5992109,P569,1922
Q43987427,label,Enrica Rignon
odang_person_1259314,P106,Q947873
odang_person_2494158,P39,Q18558478
odang_person_7176320,P27,Q38
odang_person_7165335,P166,Q1331130
Q22114544,label,Aloisia Veit
Q1327329,label,polistrumentista
odang_person_7165975,P27,Q172579
odang_person_3585316,P166,Q20888823
Q984276,label,pittore di corte
odang_person_4778176,P19,Q100707898
odang_person_8366173,P802,Q3893791
odang_person_5970876,P106,Q12144794
odang_person_4786799,P40,Q232271
odang_person_7270534,P569,1980
Q400287,label,ordine dell'Elefante Bianco
Q1345,label,Filadelfia
odang_person_3584625,P3373,Q96089295
odang_person_8378457,P569,1988
odang_person_9334,P53,Q2638011
odang_person_6080888,P1412,Q652
odang_person_7176358,P40,Q117147
odang_person_2494659,P106,Q1281618
odang_person_5971849,P1412,Q652
Q14623005,label,disegnatore edile
odang_person_1197390,P166,Q740968
Q913109,label,Careggi
odang_person_2391689,P40,Q8044049
odang_person_1306862,P166,Q10855226
odang_person_8361622,P166,Q17985761
odang_person_7267483,P1412,Q652
odang_person_3584621,P39,Q1939555
odang_person_3695180,P106,Q4610556
Q3930295,label,Rapstar
odang_person_3594250,P106,Q10800557
odang_person_4862184,P21,Q6581097
Q4948,label,Repubblica di Venezia
odang_person_8465106,P21,Q6581097
Q250867,label,sacerdote cattolico
odang_person_103,P166,Q12201477
Q628099,label,allenatore di calcio
odang_person_1198429,P27,Q38
odang_person_4778076,P39,Q13653224
Q3703470,label,David di Donatello per la migliore canzone originale
Q2062312,label,Luisa Maria Anna di Borbone-Francia
Q1542147,label,Grammy Award al miglior album dance/elettronico
odang_person_8368324,P106,Q2865819
odang_person_8395038,P19,Q2634
Q230894,label,Maria Emanuela d'Aviz
odang_person_436,P106,Q1148872
odang_person_7566309,P569,1728
odang_person_2425743,P106,Q36834
odang_person_2392044,P106,Q4610556
odang_person_5971849,P40,Q1891483
odang_person_3585316,P27,Q41304
odang_person_3585484,P103,Q652
Q44508716,label,personaggio televisivo
odang_person_363,P27,Q30
odang_person_7165799,P166,Q28481165
odang_person_8372029,P3373,Q3768495
odang_person_5971849,P166,Q3870549
odang_person_8366173,P463,Q338523
odang_person_6072732,P19,Q431048
odang_person_6004907,P166,Q6952055
odang_person_5971494,P166,Q935843
odang_person_8363309,P569,1528
odang_person_3585484,P39,Q27991508
Q231606,label,"chiesa Cattedrale Santa, Metropolitana e Patriarcale di Santa Maria della Sede di Siviglia"
odang_person_4810605,P106,Q130857
odang_person_5982139,P21,Q6581097
odang_person_7166286,P106,Q10800557
odang_person_7566309,P106,Q1281618
Q265621,label,María Mercader
odang_person_5978238,P106,Q36180
odang_person_1210952,P106,Q911554
odang_person_4778872,P119,Q27426
Q365,label,Colonia
odang_person_4812007,P27,Q38
odang_person_3609021,P39,Q3965289
odang_person_3584621,P569,1954
odang_person_4777859,P166,Q156478
Q3893791,label,Paolo Biancucci
odang_person_7172744,P40,Q610743
odang_person_5157704,P21,Q6581097
Q55045585,label,ministro per gli affari europei della Repubblica Italiana
odang_person_8370822,P19,Q495
odang_person_4784643,P22,Q108844412
odang_person_3690721,P106,Q33999
odang_person_6079483,P106,Q131524
odang_person_110470,P106,Q947873
odang_person_2698508,P106,Q859528
Q17985761,label,stella sulla Hollywood Walk of Fame
odang_person_8369830,P106,Q4610556
odang_person_14158,P569,1951
odang_person_1205352,P551,Q8652
Q242466,label,Annia Aurelia Galeria Lucilla
odang_person_2391689,P39,Q42327067
odang_person_7165544,P20,Q2807
odang_person_84797,P569,1977
odang_person_8296229,P569,1989
Q153330,label,"Andrea, duca di York"
Q5471,label,Teatro alla Scala
Q714658,label,Ri Sol-ju
odang_person_8370013,P27,Q30
odang_person_2429007,P1412,Q652
Q2293663,label,Francesca Lollobrigida
Q49765,label,Luigi XVII di Francia
Q30026491,label,Langhirano
odang_person_5984689,P106,Q33999
odang_person_1274080,P106,Q43845
odang_person_7165049,P166,Q1367988
odang_person_4777859,P166,Q42309226
odang_person_2392044,P1412,Q8141
odang_person_6369853,P106,Q33999
odang_person_7165975,P19,Q220
odang_person_2494158,P103,Q652
odang_person_4784643,P166,Q17985761
odang_person_3584641,P40,Q3656003
odang_person_5990167,P6886,Q652
odang_person_2437529,P21,Q6581097
Q261871,label,Clarice Orsini
odang_person_5098690,P1412,Q652
odang_person_7184961,P106,Q947873
odang_person_8392186,P26,Q3852837
Q38,label,Italia
Q1649757,label,Eileen O'Shaughnessy
odang_person_3585316,P39,Q707492
odang_person_1792026,P106,Q55960555
odang_person_8360933,P166,Q17985761
odang_person_7165975,P27,Q38
odang_person_8438006,P569,1714
odang_person_7165544,P1038,Q230894
odang_person_9334,P3373,Q134309
Q3357728,label,Ottaviano Riario
odang_person_2391689,P166,Q93923
odang_person_7226099,P21,Q6581072
Q305457,label,Kansas City Film Critics Circle Awards 1973
odang_person_1231562,P106,Q33999
odang_person_103,P27,Q145
odang_person_7172744,P40,Q49237
Q594890,label,Ordine Militare di Alcántara
Q635642,label,Institute for Advanced Study
odang_person_7165981,P26,Q714658
odang_person_4778023,P166,Q1670454
odang_person_3584621,P26,Q13415350
odang_person_2496453,P21,Q6581097
odang_person_2391436,P106,Q730242
odang_person_2391475,P27,Q174193
odang_person_8360933,P106,Q7042855
odang_person_3584621,P166,Q83403038
odang_person_1197450,P1412,Q150
odang_person_3585316,P19,Q1726
odang_person_3669468,P569,1973
odang_person_6076377,P569,1953
Q11900058,label,esploratore
Q42942,label,Lierna
Q43287,label,Impero tedesco
odang_person_7165093,P1412,Q9027
odang_person_7165799,P166,Q2338769
odang_person_1792026,P172,Q3804351
Q296555,label,Filippo I di Borbone-Orléans
odang_person_2391528,P3373,Q358863
odang_person_2408590,P106,Q2865819
Q2286760,label,Ginevra Elkann
odang_person_3585621,P106,Q33999
odang_person_7165049,P172,Q1189552
odang_person_7171186,P1412,Q150
odang_person_1205662,P166,Q159661
odang_person_3590488,P19,Q53870
odang_person_7767547,P27,Q38
odang_person_7176358,P166,Q139184
Q1056977,label,Cesare da Sesto
odang_person_8361017,P106,Q639669
odang_person_3584621,P166,Q3885164
Q18235147,label,Luigi Berlusconi
Q5365040,label,Ellen Travolta
odang_person_7165975,P166,Q687123
Q116884,label,Fumone
odang_person_8392186,P106,Q33999
odang_person_7164960,P3373,Q22084776
odang_person_4778076,P39,Q796897
odang_person_3609490,P26,Q1179963
odang_person_1231777,P106,Q177220
Q11063,label,astronomo
odang_person_84797,P166,Q21450802
odang_person_2391436,P166,Q980090
odang_person_8370822,P106,Q55960555
odang_person_1306862,P106,Q82955
Q337224,label,Accademia Brasiliana delle Lettere
odang_person_8372029,P26,Q4493798
Q19816371,label,Maria Vorontsova
odang_person_2408143,P106,Q131524
odang_person_3600127,P27,Q38
odang_person_3584621,P166,Q20894507
odang_person_14158,P3373,Q1767254
Q47729,label,Partito Democratico
Q49085,label,afroamericano
odang_person_4784366,P1066,Q1364424
odang_person_3585316,P106,Q131512
odang_person_4786799,P106,Q82955
odang_person_8465908,P21,Q6581097
Q3646297,label,Alfred Lennon
odang_person_1210952,P19,Q495
odang_person_1207330,P106,Q36834
odang_person_5992109,P1412,Q652
Q3849940,label,Marta Flavi
odang_person_7168729,P26,Q11351891
odang_person_1294241,P19,Q10866
odang_person_4789603,P166,Q206959
Q715301,label,fumettista
odang_person_5979230,P22,Q7417369
